policy,n_stages,n_pipelines,memory_feasible,max_stages_under_slo,mean_throughput_tok_s,p05_throughput_tok_s,aggregate_throughput_tok_s,mean_tpot_ms,p99_tpot_ms,slo_attainment,p_all_stages_lit,migration_events_per_hour,stage_moves_per_hour,migrated_gb_per_hour,downtime_fraction,deadline_misses,peak_link_flows,colocation_rate,battery_wh_per_orbit,notes
conveyor,6,4,0,5,81.8021853417919,84.99120979301316,327.2087413671676,107.70952466652157,107.70952466652157,0.0,1.0,13.507853403141363,81.04712041884817,579.4869109947645,0.05600854220545339,0,1,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph,6,4,0,5,63.87886598453268,19.756628897140313,255.51546393813072,139.4275874937467,275.7095246665216,0.0,0.6633944153577661,1.099476439790576,6.596858638743456,47.16753926701571,6.302759322541678e-05,1304,4,0.0,546.2588168993601,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph_compact,6,4,0,12,96.37041808836636,96.38615990021734,385.48167235346546,63.19787223733811,63.1978722373381,1.0,1.0,2.8272251308900525,16.963350785340314,121.28795811518324,0.00016332025124012688,0,2,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
eph_freeness,6,4,0,12,96.37216717857203,96.38615990021734,385.4886687142881,63.19787223733811,63.1978722373381,1.0,1.0,2.513089005235602,15.078534031413614,107.81151832460733,0.00014517355665789056,0,2,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
