policy,n_stages,n_pipelines,memory_feasible,max_stages_under_slo,mean_throughput_tok_s,p05_throughput_tok_s,aggregate_throughput_tok_s,mean_tpot_ms,p99_tpot_ms,slo_attainment,p_all_stages_lit,migration_events_per_hour,stage_moves_per_hour,migrated_gb_per_hour,downtime_fraction,deadline_misses,peak_link_flows,colocation_rate,battery_wh_per_orbit,notes
static,6,2,0,5,48.32535073106106,19.756628897140313,96.65070146212211,166.93465555657394,275.7095246665216,0.0,0.4205933682373473,0.0,0.0,0.0,0.0,0,0,0.0,1009.8237347294939,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=9
conveyor,6,2,0,5,83.7565209556222,84.99120979301316,167.5130419112444,107.70952466652157,107.70952466652157,0.0,1.0,13.507853403141363,81.04712041884817,579.4869109947645,0.014527253352410471,0,1,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=9
eph,6,2,0,5,84.54540874297038,84.99120979301316,169.09081748594076,108.17863461416556,107.70952466652157,0.0,0.9930191972076788,4.397905759162304,26.387434554973822,188.67015706806285,0.0002458957030221824,0,6,0.0,8.331878999418267,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=9
eph_compact,6,2,0,12,95.77237695250359,96.38615990021734,191.54475390500718,63.824573808018734,63.1978722373381,0.9921465968586387,0.9921465968586387,5.49738219895288,32.98429319371728,235.83769633507856,0.0002857780878604898,0,2,0.0,9.37336387434555,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=9
eph_freeness,6,2,0,12,96.14401246952656,96.38615990021734,192.28802493905312,63.45075181848993,63.1978722373381,0.9969458987783595,0.9969458987783595,2.8272251308900525,16.963350785340314,121.28795811518324,0.00014697158804253762,0,2,0.0,4.1659394997091335,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=9
two_timescale,6,2,0,12,96.38615990021734,96.38615990021734,192.77231980043467,63.19787223733811,63.1978722373381,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=9
