policy,n_stages,n_pipelines,memory_feasible,max_stages_under_slo,mean_throughput_tok_s,p05_throughput_tok_s,aggregate_throughput_tok_s,mean_tpot_ms,p99_tpot_ms,slo_attainment,p_all_stages_lit,migration_events_per_hour,stage_moves_per_hour,migrated_gb_per_hour,downtime_fraction,deadline_misses,peak_link_flows,colocation_rate,battery_wh_per_orbit,notes
static,6,2,0,5,53.33463792027293,19.756628897140313,106.66927584054586,154.0341319963645,275.7095246665216,0.0,0.4973821989528796,0.0,0.0,0.0,0.0,0,0,0.0,789.8621291448517,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
reactive_jit,6,2,0,5,82.74586910756945,84.99120979301316,165.4917382151389,107.70952466652157,107.70952466652157,0.0,1.0,10.68062827225131,64.08376963350786,1381.759162303665,0.04320565994447748,0,1,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
llumnix_reactive,6,2,0,5,84.96761512831984,84.99120979301316,169.93523025663967,107.70952466652157,107.70952466652157,0.0,1.0,5.340314136125655,32.04188481675393,229.09947643979058,0.0002776129996359044,0,2,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
conveyor,6,2,0,5,83.7565209556222,84.99120979301316,167.5130419112444,107.70952466652157,107.70952466652157,0.0,1.0,13.507853403141363,81.04712041884817,579.4869109947645,0.014527253352410471,0,1,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph,6,2,0,5,84.98523865778951,84.99120979301316,169.97047731557902,107.70952466652157,107.70952466652157,0.0,1.0,1.256544502617801,7.539267015706807,53.90575916230367,7.025591514919496e-05,0,6,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph_compact,6,2,0,12,95.97644660074202,96.38615990021734,191.95289320148404,63.46174658288784,63.1978722373381,0.9973821989528796,0.9947643979057592,3.7696335078534036,22.61780104712042,161.717277486911,0.00019596211739005015,0,2,0.0,3.7493455497382198,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
eph_freeness,6,2,0,12,96.34808211776499,96.38615990021734,192.69616423552998,63.23818637346376,63.1978722373381,0.9995636998254799,0.9995636998254799,1.099476439790576,6.596858638743456,47.16753926701571,5.715561757209796e-05,0,2,0.0,0.62489092495637,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
two_timescale,6,2,0,12,96.34808211776499,96.38615990021734,192.69616423552998,63.23818637346376,63.1978722373381,0.9995636998254799,0.9995636998254799,1.099476439790576,6.596858638743456,47.16753926701571,5.715561757209796e-05,0,2,0.0,0.62489092495637,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
