policy,n_stages,n_pipelines,memory_feasible,max_stages_under_slo,mean_throughput_tok_s,p05_throughput_tok_s,aggregate_throughput_tok_s,mean_tpot_ms,p99_tpot_ms,slo_attainment,p_all_stages_lit,migration_events_per_hour,stage_moves_per_hour,migrated_gb_per_hour,downtime_fraction,deadline_misses,peak_link_flows,colocation_rate,battery_wh_per_orbit,notes
static,6,2,0,5,48.1030957132923,19.756628897140313,96.2061914265846,167.35245660369438,275.7095246665216,0.0,0.41710296684118675,0.0,0.0,0.0,0.0,0,0,0.0,1016.9058318789995,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=8
conveyor,6,2,0,5,83.7565209556222,84.99120979301316,167.5130419112444,107.70952466652157,107.70952466652157,0.0,1.0,13.507853403141363,81.04712041884817,579.4869109947645,0.014527253352410471,0,1,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=8
eph,6,2,0,5,84.54540874297038,84.99120979301316,169.09081748594076,108.17863461416556,107.70952466652157,0.0,0.9930191972076788,4.397905759162304,26.387434554973822,188.67015706806285,0.0002458957030221824,0,6,0.0,8.331878999418267,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=8
eph_compact,6,2,0,12,95.77158995100437,96.38615990021734,191.54317990200875,63.824573808018734,63.1978722373381,0.9921465968586387,0.9921465968586387,5.654450261780105,33.92670157068063,242.5759162303665,0.00029394317608507525,0,2,0.0,9.37336387434555,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=8
eph_freeness,6,2,0,12,96.00901537269988,96.38615990021734,192.01803074539976,63.60467852006062,63.1978722373381,0.9952006980802792,0.9952006980802792,3.7696335078534036,22.61780104712042,161.717277486911,0.00019596211739005015,0,2,0.0,6.665503199534613,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=8
two_timescale,6,2,0,12,96.38615990021734,96.38615990021734,192.77231980043467,63.19787223733811,63.1978722373381,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=8
