policy,n_stages,n_pipelines,memory_feasible,max_stages_under_slo,mean_throughput_tok_s,p05_throughput_tok_s,aggregate_throughput_tok_s,mean_tpot_ms,p99_tpot_ms,slo_attainment,p_all_stages_lit,migration_events_per_hour,stage_moves_per_hour,migrated_gb_per_hour,downtime_fraction,deadline_misses,peak_link_flows,colocation_rate,battery_wh_per_orbit,notes
conveyor,6,4,0,5,81.8021853417919,84.99120979301316,327.2087413671676,107.70952466652157,107.70952466652157,0.0,1.0,13.507853403141363,81.04712041884817,579.4869109947645,0.6920549712854449,0,1,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph,6,4,0,5,63.86213487804379,19.756628897140313,255.44853951217516,139.4275874937467,275.7095246665216,0.0,0.6633944153577661,3.455497382198953,20.73298429319372,148.2408376963351,0.00025988449795290617,4044,1,0.0,546.2588168993601,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph_compact,6,4,0,12,82.49192075313117,20.31490809122836,329.9676830125247,86.5544167399559,231.19787223733812,0.8385689354275742,0.8147905759162304,5.340314136125655,32.04188481675393,229.09947643979058,0.0004016396786544914,4176,1,0.0,398.4721131471786,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
eph_freeness,6,4,0,12,82.49213741306038,20.31490809122836,329.9685496522415,86.543421975558,231.19787223733812,0.8385689354275742,0.8150087260034904,4.397905759162304,25.916230366492147,185.30104712041887,0.000556510927691714,5268,2,0.0,398.2638161721931,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
