policy,n_stages,n_pipelines,memory_feasible,max_stages_under_slo,mean_throughput_tok_s,p05_throughput_tok_s,aggregate_throughput_tok_s,mean_tpot_ms,p99_tpot_ms,slo_attainment,p_all_stages_lit,migration_events_per_hour,stage_moves_per_hour,migrated_gb_per_hour,downtime_fraction,deadline_misses,peak_link_flows,colocation_rate,battery_wh_per_orbit,notes
static,6,2,0,5,47.12995265181732,19.756628897140313,94.25990530363464,170.01318958798754,275.7095246665216,0.0,0.40226876090750435,0.0,0.0,0.0,0.0,0,0,0.0,1062.314572425829,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
conveyor,6,2,0,5,83.7565209556222,84.99120979301316,167.5130419112444,107.70952466652157,107.70952466652157,0.0,1.0,13.507853403141363,81.04712041884817,579.4869109947645,0.014527253352410471,0,1,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph,6,2,0,5,84.9837458739836,84.99120979301316,169.9674917479672,107.70952466652157,107.70952466652157,0.0,1.0,1.5706806282722514,9.424083769633508,67.38219895287959,8.78198939364937e-05,0,6,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph_compact,6,2,0,12,96.18130325047969,96.38615990021734,192.36260650095937,63.285830352521344,63.1978722373381,1.0,0.9973821989528796,1.8848167539267018,11.30890052356021,80.8586387434555,9.798105869502507e-05,0,2,0.0,1.24978184991274,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
eph_freeness,6,2,0,12,96.38143789122205,96.38615990021734,192.7628757824441,63.19787223733811,63.1978722373381,1.0,1.0,0.9424083769633509,5.654450261780105,40.42931937172775,4.8990529347512537e-05,0,2,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
two_timescale,6,2,0,12,96.28137057085087,96.38615990021734,192.56274114170174,63.37378846770459,63.1978722373381,0.9986910994764397,0.9986910994764397,1.4136125654450262,8.481675392670157,60.64397905759162,7.348579402126881e-05,0,2,0.0,2.9161576497963937,min_stages_for_memory=10; max_stages_under_slo=12; planes_eclipse_free=0
