policy,n_stages,n_pipelines,memory_feasible,max_stages_under_slo,mean_throughput_tok_s,p05_throughput_tok_s,aggregate_throughput_tok_s,mean_tpot_ms,p99_tpot_ms,slo_attainment,p_all_stages_lit,migration_events_per_hour,stage_moves_per_hour,migrated_gb_per_hour,downtime_fraction,deadline_misses,peak_link_flows,colocation_rate,battery_wh_per_orbit,notes
static,16,1,1,5,39.04396087405122,28.2795194367124,39.04396087405122,249.10650400456734,287.36095426634745,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2844.9200843513668,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
conveyor,16,1,1,5,49.36485452027515,50.15194831470937,49.36485452027515,212.4939385595412,220.16095426634746,0.0,0.0,13.507853403141363,216.1256544502618,579.4869109947646,0.015694181799181854,0,1,0.0,1473.9093949970913,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph,16,1,1,5,37.02771357488091,26.845398337238255,37.02771357488091,249.033205575248,287.36095426634745,0.0,0.0,360.0,5760.0,15444.000000000005,0.05071235749545205,0,1,0.0,2839.920956951716,min_stages_for_memory=10; max_stages_under_slo=5; INFEASIBLE: no split satisfies memory and the TPOT SLO at once; planes_eclipse_free=0
eph_compact,16,1,1,14,118.91643007890346,118.93718444883855,118.91643007890346,113.64958401604811,113.64958401604811,0.0,1.0,1.256544502617801,20.104712041884817,53.90575916230368,0.00017449858117355712,0,4,0.0,0.0,min_stages_for_memory=10; max_stages_under_slo=14; planes_eclipse_free=0
